crime_id,district,police_station,crime_type,date,latitude,longitude,victim_age,offender_age,status,repeat_offender
CR005273,Ballari,Ballari PS 5,Burglary,2025-03-10,15.110134,76.96904,66,30,Open,0
CR005274,Bengaluru Urban,Bengaluru PS 5,Burglary,2024-10-19,13.095987,77.592729,28,37,Open,1
CR005275,Ballari,Ballari PS 3,Drug Offence,2024-11-18,15.204608,76.885025,71,47,Under Investigation,0
CR005276,Vijayapura,Vijayapura PS 2,Fraud,2025-05-12,16.875533,75.71874,61,56,Closed,0
CR005277,Bengaluru Urban,Bengaluru PS 3,Fraud,2024-05-18,13.090431,77.555258,53,49,Under Investigation,0
CR005278,Belagavi,Belagavi PS 4,Cybercrime,2023-10-07,15.875742,74.34641,57,55,Closed,0
CR005279,Ballari,Ballari PS 5,Vehicle Theft,2025-01-11,15.072265,76.940744,42,25,Open,0
CR005280,Tumakuru,Tumakuru PS 4,Vehicle Theft,2024-06-18,13.334694,77.056569,51,54,Charge Sheet Filed,0
CR005281,Kalaburagi,Kalaburagi PS 3,Assault,2023-02-04,17.355416,76.795731,54,33,Closed,0
CR005282,Ballari,Ballari PS 5,Assault,2023-01-15,15.083651,76.968264,69,30,Closed,0
CR005283,Vijayapura,Vijayapura PS 5,Drug Offence,2023-01-21,16.846598,75.698155,65,39,Open,0
CR005284,Kalaburagi,Kalaburagi PS 1,Burglary,2024-09-18,17.454479,76.846629,50,24,Charge Sheet Filed,1
CR005285,Kalaburagi,Kalaburagi PS 4,Fraud,2024-10-30,17.302023,76.842248,59,46,Open,0
CR005286,Shivamogga,Shivamogga PS 2,Assault,2025-06-11,13.895567,75.611903,46,53,Open,0
CR005287,Tumakuru,Tumakuru PS 5,Cybercrime,2024-02-13,13.419611,77.14578,36,52,Charge Sheet Filed,0
CR005288,Shivamogga,Shivamogga PS 4,Cybercrime,2023-01-04,13.829226,75.618511,41,59,Charge Sheet Filed,0
CR005289,Mysuru,Mysuru PS 4,Drug Offence,2023-03-16,12.351504,76.59524,63,34,Closed,0
CR005290,Vijayapura,Vijayapura PS 3,Robbery,2023-03-24,16.828873,75.754079,39,19,Closed,0
CR005291,Belagavi,Belagavi PS 4,Cybercrime,2023-07-09,16.009049,74.402718,68,39,Charge Sheet Filed,0
CR005292,Dharwad,Dharwad PS 3,Vehicle Theft,2024-10-14,15.462629,74.986542,54,45,Closed,0
CR005293,Mangaluru,Mangaluru PS 1,Fraud,2024-02-17,12.959638,74.91267,48,23,Under Investigation,0
CR005294,Mangaluru,Mangaluru PS 2,Theft,2023-03-05,12.932867,74.84635,56,57,Closed,0
CR005295,Kalaburagi,Kalaburagi PS 5,Fraud,2023-11-08,17.36095,76.864268,47,55,Under Investigation,0
CR005296,Kalaburagi,Kalaburagi PS 4,Cybercrime,2024-03-08,17.271421,76.76722,37,30,Open,0
CR005297,Kalaburagi,Kalaburagi PS 4,Vehicle Theft,2024-07-08,17.372387,76.933073,54,59,Open,0
CR005298,Vijayapura,Vijayapura PS 2,Robbery,2023-02-21,16.861733,75.740349,21,27,Closed,0
CR005299,Belagavi,Belagavi PS 1,Robbery,2023-05-10,15.907965,74.471224,66,20,Under Investigation,0
CR005300,Vijayapura,Vijayapura PS 4,Vehicle Theft,2023-05-24,16.810775,75.672477,61,37,Charge Sheet Filed,0
CR005301,Belagavi,Belagavi PS 4,Robbery,2023-05-11,15.771128,74.43866,62,31,Closed,0
CR005302,Dharwad,Dharwad PS 3,Theft,2024-08-11,15.464031,74.99995,27,35,Charge Sheet Filed,1
CR005303,Mangaluru,Mangaluru PS 1,Assault,2023-10-25,12.857939,74.8173,65,64,Under Investigation,0
CR005304,Shivamogga,Shivamogga PS 1,Robbery,2024-01-14,13.862395,75.625514,62,18,Open,0
CR005305,Shivamogga,Shivamogga PS 5,Cybercrime,2024-07-14,13.985113,75.52335,68,37,Charge Sheet Filed,1
CR005306,Dharwad,Dharwad PS 4,Burglary,2024-11-15,15.481928,75.069295,43,50,Under Investigation,0
CR005307,Bengaluru Urban,Bengaluru PS 1,Fraud,2024-06-27,12.985967,77.643582,29,48,Open,0
CR005308,Ballari,Ballari PS 4,Theft,2023-03-21,15.213029,76.937796,43,31,Charge Sheet Filed,0
CR005309,Dharwad,Dharwad PS 4,Fraud,2023-12-17,15.472315,74.933784,35,64,Charge Sheet Filed,0
CR005310,Mysuru,Mysuru PS 1,Theft,2023-09-29,12.293982,76.60419,41,36,Open,1
CR005311,Shivamogga,Shivamogga PS 1,Cybercrime,2025-03-17,13.964953,75.53152,66,20,Charge Sheet Filed,0
CR005312,Tumakuru,Tumakuru PS 3,Fraud,2025-02-12,13.366734,77.203434,55,55,Under Investigation,0
CR005313,Ballari,Ballari PS 3,Drug Offence,2023-12-08,15.175334,76.976853,47,60,Open,1
CR005314,Mangaluru,Mangaluru PS 1,Vehicle Theft,2023-05-16,12.941914,74.900524,29,60,Open,0
CR005315,Vijayapura,Vijayapura PS 1,Cybercrime,2025-02-03,16.791057,75.689362,72,21,Charge Sheet Filed,0
CR005316,Ballari,Ballari PS 4,Fraud,2023-09-07,15.176754,76.980846,18,58,Closed,0
CR005317,Tumakuru,Tumakuru PS 5,Theft,2025-02-12,13.336174,77.12336,49,52,Charge Sheet Filed,0
CR005318,Tumakuru,Tumakuru PS 3,Drug Offence,2024-06-25,13.353094,77.148975,18,61,Open,0
CR005319,Kalaburagi,Kalaburagi PS 3,Drug Offence,2025-05-17,17.275103,76.815205,73,41,Open,0
CR005320,Shivamogga,Shivamogga PS 3,Theft,2023-07-14,13.875607,75.660964,56,32,Charge Sheet Filed,0
CR005321,Mysuru,Mysuru PS 3,Vehicle Theft,2024-08-28,12.307956,76.617176,46,41,Charge Sheet Filed,0
CR005322,Dharwad,Dharwad PS 2,Assault,2024-05-31,15.418872,74.936616,48,24,Charge Sheet Filed,0
CR005323,Dharwad,Dharwad PS 5,Vehicle Theft,2024-09-30,15.510977,74.928115,28,53,Open,0
CR005324,Dharwad,Dharwad PS 5,Fraud,2024-10-15,15.463005,75.005431,61,36,Closed,0
CR005325,Kalaburagi,Kalaburagi PS 4,Drug Offence,2025-03-14,17.306383,76.852563,63,53,Open,0
CR005326,Belagavi,Belagavi PS 4,Cybercrime,2023-05-03,15.89338,74.526016,67,45,Closed,0
CR005327,Mysuru,Mysuru PS 3,Fraud,2023-02-23,12.286346,76.585468,57,22,Open,0
CR005328,Shivamogga,Shivamogga PS 5,Drug Offence,2024-03-02,14.021042,75.603567,43,26,Charge Sheet Filed,0
CR005329,Shivamogga,Shivamogga PS 4,Drug Offence,2024-08-12,13.913921,75.500244,64,51,Charge Sheet Filed,0
CR005330,Shivamogga,Shivamogga PS 5,Theft,2023-09-06,13.897574,75.563078,70,45,Closed,1
CR005331,Kalaburagi,Kalaburagi PS 3,Robbery,2023-06-24,17.27337,76.871644,67,52,Charge Sheet Filed,0
CR005332,Shivamogga,Shivamogga PS 2,Assault,2023-10-22,13.866618,75.681521,52,39,Open,0
CR005333,Ballari,Ballari PS 2,Robbery,2025-05-12,15.089446,76.868083,64,45,Under Investigation,0
CR005334,Dharwad,Dharwad PS 3,Fraud,2025-03-25,15.504758,74.99619,71,62,Under Investigation,1
CR005335,Shivamogga,Shivamogga PS 1,Burglary,2024-08-12,13.926616,75.626338,49,55,Under Investigation,0
CR005336,Shivamogga,Shivamogga PS 1,Theft,2024-08-26,13.981136,75.577711,27,54,Charge Sheet Filed,1
CR005337,Bengaluru Urban,Bengaluru PS 1,Vehicle Theft,2023-11-20,12.946782,77.631589,49,25,Under Investigation,1
CR005338,Shivamogga,Shivamogga PS 5,Cybercrime,2025-06-14,13.873247,75.607754,26,20,Open,0
CR005339,Belagavi,Belagavi PS 3,Drug Offence,2025-03-14,15.882951,74.482227,35,56,Closed,0
CR005340,Mysuru,Mysuru PS 2,Vehicle Theft,2025-02-02,12.250468,76.586315,36,22,Charge Sheet Filed,0
CR005341,Dharwad,Dharwad PS 2,Fraud,2024-05-16,15.432876,74.95586,37,29,Closed,0
CR005342,Bengaluru Urban,Bengaluru PS 1,Drug Offence,2023-05-18,13.006244,77.567858,52,44,Closed,0
CR005343,Mangaluru,Mangaluru PS 4,Fraud,2025-01-19,12.990338,74.83468,19,63,Charge Sheet Filed,0
CR005344,Belagavi,Belagavi PS 5,Fraud,2024-10-13,15.915984,74.549971,39,30,Open,0
CR005345,Shivamogga,Shivamogga PS 3,Drug Offence,2024-10-20,13.860552,75.52715,55,34,Charge Sheet Filed,0
CR005346,Tumakuru,Tumakuru PS 5,Fraud,2024-11-22,13.303392,77.073541,35,31,Charge Sheet Filed,0
CR005347,Bengaluru Urban,Bengaluru PS 5,Fraud,2025-02-09,13.018234,77.678001,34,43,Open,0
CR005348,Kalaburagi,Kalaburagi PS 2,Vehicle Theft,2024-10-03,17.291323,76.835754,56,40,Closed,0
CR005349,Bengaluru Urban,Bengaluru PS 1,Burglary,2023-02-24,12.997232,77.553959,37,28,Charge Sheet Filed,0
CR005350,Kalaburagi,Kalaburagi PS 3,Vehicle Theft,2025-05-03,17.407907,76.804562,46,19,Open,0
CR005351,Vijayapura,Vijayapura PS 2,Fraud,2024-10-23,16.87949,75.842144,30,63,Closed,1
CR005352,Bengaluru Urban,Bengaluru PS 3,Fraud,2023-01-08,12.977235,77.638644,33,61,Open,1
CR005353,Dharwad,Dharwad PS 5,Vehicle Theft,2024-09-23,15.4487,74.96741,60,25,Under Investigation,0
CR005354,Vijayapura,Vijayapura PS 1,Assault,2023-08-22,16.801589,75.656104,50,22,Under Investigation,0
CR005355,Shivamogga,Shivamogga PS 4,Assault,2023-09-02,13.860827,75.679416,31,63,Charge Sheet Filed,0
CR005356,Mangaluru,Mangaluru PS 2,Drug Offence,2023-06-06,12.981775,74.811125,50,63,Open,0
CR005357,Vijayapura,Vijayapura PS 3,Vehicle Theft,2025-03-05,16.80239,75.703458,43,31,Open,0
CR005358,Ballari,Ballari PS 2,Theft,2023-05-12,15.125337,76.929754,64,33,Open,1
CR005359,Mysuru,Mysuru PS 1,Assault,2024-05-30,12.269521,76.674571,50,58,Under Investigation,1
CR005360,Belagavi,Belagavi PS 5,Theft,2025-03-10,15.85651,74.575865,39,36,Closed,0
CR005361,Ballari,Ballari PS 1,Cybercrime,2023-03-24,15.106609,76.905025,20,45,Charge Sheet Filed,0
CR005362,Ballari,Ballari PS 2,Vehicle Theft,2023-09-16,15.153967,76.935961,19,39,Closed,0
CR005363,Vijayapura,Vijayapura PS 2,Fraud,2024-09-12,16.857181,75.61207,49,38,Closed,0
CR005364,Belagavi,Belagavi PS 4,Vehicle Theft,2023-05-28,15.864268,74.496622,73,58,Open,0
CR005365,Dharwad,Dharwad PS 4,Assault,2023-09-29,15.447362,75.079991,20,48,Charge Sheet Filed,0
CR005366,Bengaluru Urban,Bengaluru PS 5,Vehicle Theft,2023-03-07,13.044232,77.648447,24,28,Under Investigation,0
CR005367,Ballari,Ballari PS 5,Vehicle Theft,2023-10-14,15.122909,76.880152,51,27,Closed,0
CR005368,Shivamogga,Shivamogga PS 1,Cybercrime,2025-06-03,13.94989,75.570523,65,54,Open,0
CR005369,Bengaluru Urban,Bengaluru PS 1,Fraud,2023-10-02,12.983542,77.513923,50,26,Closed,0
CR005370,Ballari,Ballari PS 5,Robbery,2024-08-25,15.074729,76.944268,22,32,Under Investigation,1
CR005371,Dharwad,Dharwad PS 3,Burglary,2025-03-17,15.482679,75.003872,30,38,Under Investigation,0
CR005372,Tumakuru,Tumakuru PS 1,Vehicle Theft,2023-11-28,13.214355,77.077727,64,41,Open,0
CR005373,Tumakuru,Tumakuru PS 3,Fraud,2023-06-20,13.358969,77.112103,28,36,Charge Sheet Filed,0
CR005374,Shivamogga,Shivamogga PS 2,Cybercrime,2025-01-28,14.019153,75.561927,52,53,Under Investigation,0
CR005375,Kalaburagi,Kalaburagi PS 4,Cybercrime,2023-11-02,17.456802,76.757653,57,39,Closed,1
CR005376,Mysuru,Mysuru PS 3,Burglary,2024-01-29,12.369957,76.698226,38,50,Open,0
CR005377,Kalaburagi,Kalaburagi PS 4,Drug Offence,2023-02-14,17.314989,76.873381,20,19,Charge Sheet Filed,0
CR005378,Vijayapura,Vijayapura PS 5,Theft,2023-10-17,16.864019,75.738416,63,25,Charge Sheet Filed,0
CR005379,Belagavi,Belagavi PS 3,Assault,2024-12-16,15.898213,74.504804,50,52,Closed,0
CR005380,Dharwad,Dharwad PS 1,Robbery,2023-03-11,15.457737,75.020696,70,22,Under Investigation,0
CR005381,Kalaburagi,Kalaburagi PS 5,Cybercrime,2024-03-05,17.408738,76.81981,23,50,Closed,0
CR005382,Mysuru,Mysuru PS 1,Drug Offence,2025-06-04,12.264072,76.654565,57,57,Closed,0
CR005383,Vijayapura,Vijayapura PS 2,Burglary,2024-05-02,16.821696,75.698127,35,19,Open,1
CR005384,Belagavi,Belagavi PS 1,Cybercrime,2023-03-30,15.841301,74.521628,21,38,Charge Sheet Filed,0
CR005385,Vijayapura,Vijayapura PS 2,Robbery,2023-06-08,16.825669,75.787856,62,18,Under Investigation,0
CR005386,Kalaburagi,Kalaburagi PS 3,Assault,2024-06-13,17.291708,76.819209,22,42,Charge Sheet Filed,0
CR005387,Kalaburagi,Kalaburagi PS 3,Fraud,2023-03-22,17.404919,76.739298,51,25,Open,0
CR005388,Shivamogga,Shivamogga PS 4,Theft,2023-10-11,13.878647,75.654589,35,24,Closed,0
CR005389,Kalaburagi,Kalaburagi PS 4,Robbery,2024-04-18,17.290835,76.836892,48,44,Closed,0
CR005390,Kalaburagi,Kalaburagi PS 5,Robbery,2023-07-21,17.400845,76.795934,35,52,Closed,0
CR005391,Mangaluru,Mangaluru PS 5,Theft,2025-03-20,13.018994,74.879967,74,35,Charge Sheet Filed,0
CR005392,Kalaburagi,Kalaburagi PS 4,Fraud,2025-03-06,17.348554,76.809853,62,55,Charge Sheet Filed,0
CR005393,Mangaluru,Mangaluru PS 3,Robbery,2023-08-12,12.87735,74.877232,25,53,Open,0
CR005394,Dharwad,Dharwad PS 5,Drug Offence,2024-02-16,15.449986,74.978634,45,48,Open,0
CR005395,Shivamogga,Shivamogga PS 2,Theft,2024-11-07,13.882414,75.546264,53,33,Charge Sheet Filed,0
CR005396,Mangaluru,Mangaluru PS 3,Theft,2024-02-06,12.939152,74.898696,67,39,Closed,0
CR005397,Mangaluru,Mangaluru PS 3,Drug Offence,2023-03-24,12.974311,74.791408,21,57,Open,0
CR005398,Dharwad,Dharwad PS 5,Theft,2024-03-19,15.38352,74.991141,34,27,Under Investigation,0
CR005399,Shivamogga,Shivamogga PS 1,Fraud,2023-09-13,13.863509,75.600562,56,39,Closed,0
CR005400,Belagavi,Belagavi PS 4,Cybercrime,2025-06-06,15.896549,74.471174,43,42,Closed,0
CR005401,Vijayapura,Vijayapura PS 3,Burglary,2025-04-15,16.801587,75.683083,29,32,Open,1
CR005402,Mangaluru,Mangaluru PS 2,Fraud,2025-02-05,12.917111,74.872783,47,52,Closed,1
CR005403,Bengaluru Urban,Bengaluru PS 4,Fraud,2023-04-04,12.977792,77.618151,29,59,Under Investigation,0
CR005404,Belagavi,Belagavi PS 1,Drug Offence,2023-05-21,15.859516,74.544247,50,51,Under Investigation,1
CR005405,Kalaburagi,Kalaburagi PS 1,Burglary,2023-05-10,17.374316,76.855166,27,48,Open,0
CR005406,Mangaluru,Mangaluru PS 1,Theft,2025-01-04,12.876618,74.913865,26,46,Charge Sheet Filed,0
CR005407,Tumakuru,Tumakuru PS 4,Drug Offence,2023-01-30,13.267214,77.120398,21,57,Charge Sheet Filed,0
CR005408,Mangaluru,Mangaluru PS 5,Burglary,2023-03-08,13.001123,74.864199,39,38,Open,0
CR005409,Kalaburagi,Kalaburagi PS 2,Theft,2023-11-02,17.333628,76.816514,28,36,Closed,1
CR005410,Mangaluru,Mangaluru PS 3,Fraud,2023-07-11,12.936044,74.854072,43,58,Under Investigation,1
CR005411,Shivamogga,Shivamogga PS 4,Fraud,2023-01-01,13.974417,75.599199,31,37,Closed,0
CR005412,Mangaluru,Mangaluru PS 5,Burglary,2024-03-13,12.936667,74.893904,54,30,Open,1
CR005413,Shivamogga,Shivamogga PS 5,Vehicle Theft,2025-06-04,13.944824,75.618766,61,19,Under Investigation,0
CR005414,Kalaburagi,Kalaburagi PS 1,Robbery,2024-02-16,17.223176,76.80187,19,39,Open,0
CR005415,Kalaburagi,Kalaburagi PS 5,Assault,2023-08-13,17.316301,76.80127,48,51,Charge Sheet Filed,0
CR005416,Mangaluru,Mangaluru PS 5,Assault,2024-04-24,12.923925,74.841233,68,56,Under Investigation,0
CR005417,Bengaluru Urban,Bengaluru PS 2,Vehicle Theft,2024-12-26,13.013131,77.636138,66,33,Charge Sheet Filed,0
CR005418,Belagavi,Belagavi PS 4,Theft,2024-12-30,15.888439,74.510115,40,26,Under Investigation,0
CR005419,Mangaluru,Mangaluru PS 2,Drug Offence,2023-03-21,12.916335,74.859733,49,35,Charge Sheet Filed,0
CR005420,Shivamogga,Shivamogga PS 4,Fraud,2024-05-27,13.979153,75.590118,38,52,Closed,0
CR005421,Dharwad,Dharwad PS 5,Fraud,2024-07-13,15.433113,74.974057,70,19,Open,0
CR005422,Shivamogga,Shivamogga PS 5,Assault,2024-12-21,13.933068,75.548896,51,24,Open,0
CR005423,Ballari,Ballari PS 1,Vehicle Theft,2024-06-14,15.147817,76.93801,43,41,Under Investigation,0
CR005424,Vijayapura,Vijayapura PS 2,Burglary,2025-01-27,16.866106,75.582489,61,24,Charge Sheet Filed,0
CR005425,Belagavi,Belagavi PS 4,Robbery,2024-04-14,15.84701,74.518193,27,19,Under Investigation,0
CR005426,Ballari,Ballari PS 3,Drug Offence,2024-05-05,15.022654,76.862458,50,36,Charge Sheet Filed,0
CR005427,Shivamogga,Shivamogga PS 3,Assault,2024-01-29,13.886939,75.492065,67,33,Open,0
CR005428,Mangaluru,Mangaluru PS 1,Fraud,2023-06-22,12.916613,74.918531,26,60,Charge Sheet Filed,0
CR005429,Kalaburagi,Kalaburagi PS 4,Robbery,2024-10-06,17.331357,76.843102,56,49,Charge Sheet Filed,0
CR005430,Tumakuru,Tumakuru PS 2,Burglary,2023-10-16,13.348572,77.267763,72,26,Closed,1
CR005431,Belagavi,Belagavi PS 2,Theft,2023-04-26,15.800784,74.417794,45,61,Open,0
CR005432,Vijayapura,Vijayapura PS 4,Cybercrime,2023-08-10,16.867119,75.729294,74,26,Open,0
CR005433,Tumakuru,Tumakuru PS 1,Vehicle Theft,2023-03-05,13.291064,77.13239,74,34,Charge Sheet Filed,0
CR005434,Mysuru,Mysuru PS 4,Robbery,2023-09-27,12.218762,76.537941,43,21,Under Investigation,1
CR005435,Bengaluru Urban,Bengaluru PS 4,Fraud,2023-09-06,12.974169,77.536134,18,27,Open,0
CR005436,Bengaluru Urban,Bengaluru PS 1,Fraud,2023-01-10,12.981884,77.567537,71,29,Under Investigation,0
CR005437,Vijayapura,Vijayapura PS 4,Vehicle Theft,2024-07-20,16.844157,75.741737,42,20,Closed,0
CR005438,Tumakuru,Tumakuru PS 3,Theft,2023-07-13,13.477704,76.977591,40,52,Charge Sheet Filed,0
CR005439,Shivamogga,Shivamogga PS 3,Robbery,2023-04-11,13.975152,75.573495,36,27,Charge Sheet Filed,1
CR005440,Bengaluru Urban,Bengaluru PS 4,Theft,2023-09-30,12.897494,77.557009,36,34,Under Investigation,0
CR005441,Vijayapura,Vijayapura PS 5,Theft,2023-12-04,16.793071,75.663877,46,46,Under Investigation,0
CR005442,Bengaluru Urban,Bengaluru PS 4,Robbery,2024-03-28,12.911926,77.603594,22,51,Open,0
CR005443,Bengaluru Urban,Bengaluru PS 5,Assault,2023-02-16,12.975966,77.484223,40,51,Open,0
CR005444,Belagavi,Belagavi PS 3,Burglary,2024-01-19,15.83597,74.395284,23,60,Charge Sheet Filed,0
CR005445,Shivamogga,Shivamogga PS 1,Burglary,2024-06-22,13.934747,75.556184,69,62,Charge Sheet Filed,0
CR005446,Shivamogga,Shivamogga PS 4,Assault,2024-02-18,13.896952,75.542549,28,40,Under Investigation,0
CR005447,Ballari,Ballari PS 2,Drug Offence,2025-01-27,15.149556,76.961246,31,41,Under Investigation,0
CR005448,Mangaluru,Mangaluru PS 4,Drug Offence,2024-02-02,12.914353,74.854334,22,48,Closed,1
CR005449,Ballari,Ballari PS 3,Assault,2024-07-29,15.128661,76.863612,24,22,Under Investigation,0
CR005450,Shivamogga,Shivamogga PS 2,Robbery,2023-04-20,13.969847,75.582943,66,43,Charge Sheet Filed,0
CR005451,Dharwad,Dharwad PS 1,Vehicle Theft,2023-06-13,15.429558,74.950624,57,48,Charge Sheet Filed,0
CR005452,Tumakuru,Tumakuru PS 4,Burglary,2023-05-19,13.234543,77.19452,56,40,Under Investigation,0
CR005453,Shivamogga,Shivamogga PS 3,Robbery,2024-04-02,13.902407,75.578958,45,45,Under Investigation,1
CR005454,Shivamogga,Shivamogga PS 3,Assault,2024-04-10,13.98142,75.670999,66,50,Charge Sheet Filed,1
CR005455,Ballari,Ballari PS 3,Theft,2023-11-15,15.187086,76.853474,25,20,Under Investigation,0
CR005456,Mysuru,Mysuru PS 1,Fraud,2023-08-17,12.26613,76.658832,52,27,Closed,0
CR005457,Belagavi,Belagavi PS 2,Cybercrime,2024-10-16,15.827407,74.454293,64,45,Under Investigation,0
CR005458,Shivamogga,Shivamogga PS 5,Fraud,2024-06-07,13.911042,75.595202,63,63,Closed,0
CR005459,Shivamogga,Shivamogga PS 5,Vehicle Theft,2023-09-25,13.999689,75.563525,70,50,Charge Sheet Filed,1
CR005460,Mangaluru,Mangaluru PS 5,Burglary,2023-05-24,12.946572,74.778091,70,45,Open,1
CR005461,Mysuru,Mysuru PS 3,Assault,2024-11-09,12.325341,76.554478,32,23,Closed,0
CR005462,Mysuru,Mysuru PS 3,Drug Offence,2024-10-26,12.272068,76.569226,55,28,Charge Sheet Filed,0
CR005463,Mangaluru,Mangaluru PS 1,Drug Offence,2023-01-25,12.979451,74.793974,21,40,Charge Sheet Filed,0
CR005464,Kalaburagi,Kalaburagi PS 1,Theft,2024-12-02,17.326938,76.764664,68,43,Open,0
CR005465,Bengaluru Urban,Bengaluru PS 1,Theft,2023-03-27,12.910052,77.503123,61,33,Under Investigation,0
CR005466,Mysuru,Mysuru PS 5,Drug Offence,2023-02-10,12.292872,76.59075,19,49,Charge Sheet Filed,0
CR005467,Bengaluru Urban,Bengaluru PS 3,Vehicle Theft,2023-08-11,12.844389,77.576943,74,30,Charge Sheet Filed,0
CR005468,Belagavi,Belagavi PS 1,Cybercrime,2024-05-10,15.798437,74.488875,21,21,Closed,1
CR005469,Ballari,Ballari PS 2,Robbery,2024-02-11,15.03166,77.011746,70,19,Open,0
CR005470,Kalaburagi,Kalaburagi PS 4,Drug Offence,2025-04-18,17.270419,76.82046,24,55,Charge Sheet Filed,0
CR005471,Mangaluru,Mangaluru PS 3,Burglary,2023-11-25,12.910006,74.834851,59,34,Charge Sheet Filed,0
CR005472,Shivamogga,Shivamogga PS 2,Robbery,2025-03-18,13.880941,75.553266,64,51,Open,0
CR005473,Belagavi,Belagavi PS 3,Cybercrime,2025-04-19,15.90267,74.504919,22,54,Under Investigation,0
CR005474,Ballari,Ballari PS 3,Robbery,2023-04-25,15.092563,76.770035,43,46,Closed,1
CR005475,Dharwad,Dharwad PS 3,Vehicle Theft,2023-11-03,15.460428,75.012929,49,59,Open,1
CR005476,Vijayapura,Vijayapura PS 1,Burglary,2024-01-25,16.82669,75.718023,38,55,Charge Sheet Filed,0
CR005477,Kalaburagi,Kalaburagi PS 5,Robbery,2024-09-06,17.267095,76.860038,60,18,Charge Sheet Filed,0
CR005478,Belagavi,Belagavi PS 5,Assault,2023-01-07,15.820154,74.458312,22,46,Under Investigation,0
CR005479,Kalaburagi,Kalaburagi PS 1,Theft,2023-07-12,17.351874,76.791234,58,47,Closed,1
CR005480,Dharwad,Dharwad PS 3,Assault,2023-01-05,15.40787,75.004468,41,33,Under Investigation,0
CR005481,Vijayapura,Vijayapura PS 2,Burglary,2023-02-10,16.846602,75.709912,59,39,Open,0
CR005482,Tumakuru,Tumakuru PS 3,Drug Offence,2025-06-08,13.344238,77.105214,27,39,Open,0
CR005483,Bengaluru Urban,Bengaluru PS 3,Drug Offence,2025-01-29,12.960488,77.639854,36,31,Closed,0
CR005484,Mangaluru,Mangaluru PS 3,Assault,2024-11-28,12.851966,74.827838,72,41,Under Investigation,0
CR005485,Belagavi,Belagavi PS 2,Robbery,2023-02-09,15.966796,74.440202,48,61,Under Investigation,0
CR005486,Bengaluru Urban,Bengaluru PS 4,Fraud,2023-12-10,12.997379,77.623982,40,20,Under Investigation,0
CR005487,Bengaluru Urban,Bengaluru PS 1,Burglary,2023-10-02,12.999137,77.575646,51,26,Closed,0
CR005488,Vijayapura,Vijayapura PS 5,Vehicle Theft,2025-05-05,16.800366,75.709774,55,39,Open,0
CR005489,Bengaluru Urban,Bengaluru PS 2,Cybercrime,2023-06-16,12.935379,77.575318,44,46,Under Investigation,0
CR005490,Shivamogga,Shivamogga PS 4,Cybercrime,2024-06-19,13.962189,75.470394,30,35,Closed,1
CR005491,Mangaluru,Mangaluru PS 3,Fraud,2023-04-23,12.952724,74.925685,21,21,Open,0
CR005492,Kalaburagi,Kalaburagi PS 3,Cybercrime,2023-08-15,17.297802,76.873967,57,45,Closed,0
CR005493,Kalaburagi,Kalaburagi PS 2,Fraud,2024-02-17,17.332475,76.93079,29,38,Under Investigation,0
CR005494,Tumakuru,Tumakuru PS 3,Theft,2024-04-16,13.308817,77.227249,73,35,Closed,0
CR005495,Shivamogga,Shivamogga PS 5,Drug Offence,2023-08-01,13.90812,75.595348,61,60,Under Investigation,0
CR005496,Belagavi,Belagavi PS 5,Burglary,2024-07-10,15.841291,74.507553,57,19,Charge Sheet Filed,0
CR005497,Mysuru,Mysuru PS 1,Robbery,2023-11-19,12.293269,76.593002,45,33,Open,1
CR005498,Tumakuru,Tumakuru PS 4,Burglary,2025-06-18,13.303183,77.164795,18,22,Closed,0
CR005499,Dharwad,Dharwad PS 3,Cybercrime,2025-01-11,15.386378,75.003182,35,25,Open,0
CR005500,Dharwad,Dharwad PS 3,Theft,2025-04-01,15.457317,75.093938,31,51,Open,1
CR005501,Mysuru,Mysuru PS 4,Cybercrime,2024-10-09,12.261299,76.687141,49,59,Under Investigation,0
CR005502,Bengaluru Urban,Bengaluru PS 3,Fraud,2024-09-03,12.923516,77.583425,66,64,Open,1
CR005503,Vijayapura,Vijayapura PS 4,Drug Offence,2024-01-20,16.821822,75.678317,29,61,Open,1
CR005504,Vijayapura,Vijayapura PS 1,Cybercrime,2025-01-06,16.832558,75.83001,34,41,Charge Sheet Filed,0
CR005505,Vijayapura,Vijayapura PS 2,Vehicle Theft,2024-04-08,16.801687,75.79,68,41,Under Investigation,0
CR005506,Kalaburagi,Kalaburagi PS 2,Vehicle Theft,2023-04-11,17.357888,76.874326,23,35,Charge Sheet Filed,0
CR005507,Dharwad,Dharwad PS 2,Fraud,2023-05-19,15.448904,74.983597,28,25,Open,0
CR005508,Mysuru,Mysuru PS 2,Burglary,2023-11-28,12.303817,76.673487,24,28,Charge Sheet Filed,0
CR005509,Tumakuru,Tumakuru PS 2,Vehicle Theft,2024-01-11,13.357743,77.121595,45,57,Charge Sheet Filed,0
CR005510,Mangaluru,Mangaluru PS 2,Theft,2024-05-22,12.80961,74.904119,65,47,Open,0
CR005511,Dharwad,Dharwad PS 2,Vehicle Theft,2025-06-10,15.422519,74.976734,36,28,Open,0
CR005512,Dharwad,Dharwad PS 3,Robbery,2024-07-23,15.470499,75.029678,42,30,Open,1
CR005513,Ballari,Ballari PS 5,Assault,2023-10-10,15.035376,76.981702,40,58,Closed,0
